delivery_id,date,day_of_week,month,city_zone,time_window,weather,attempt_number,driver_experience_yrs,package_count,weight_kg,distance_km,stops_before_this,traffic_index,delivery_success,delay_minutes
DLV-01482,2024-04-07,Sunday,4,urban_core,afternoon_12_17,clear,2,2.6,5,13.74,4.2,9,6.5,1,27.7
DLV-01483,2024-05-10,Friday,5,urban_inner,anytime,clear,1,1.6,7,10.38,4.31,21,8.1,1,26.3
DLV-01484,2024-10-19,Saturday,10,suburban,afternoon_12_17,cloudy,1,3.9,3,3.82,13.62,13,2.1,1,16.6
DLV-01485,2024-06-19,Wednesday,6,urban_core,morning_08_12,snow,2,0.9,4,5.84,5.2,24,6.3,0,
DLV-01486,2024-07-01,Monday,7,suburban,evening_17_21,rain,1,0.5,8,9.39,12.76,17,2.9,1,28.1
DLV-01487,2024-12-29,Sunday,12,suburban,evening_17_21,cloudy,1,1.3,6,12.39,7.76,19,4.7,1,23.9
DLV-01488,2024-02-08,Thursday,2,suburban,afternoon_12_17,snow,1,1.1,8,22.55,17.76,27,3.9,1,45.3
DLV-01489,2024-01-15,Monday,1,urban_core,afternoon_12_17,clear,1,3.4,11,7.04,1.48,7,7.5,0,
DLV-01490,2024-01-04,Thursday,1,urban_core,morning_08_12,clear,1,2.4,2,3.63,6.35,4,8.8,0,
DLV-01491,2024-12-14,Saturday,12,urban_core,afternoon_12_17,clear,2,0.5,9,24.51,3.36,20,8.1,0,
DLV-01492,2024-07-28,Sunday,7,urban_inner,afternoon_12_17,cloudy,2,7.2,7,3.99,7.71,19,3.8,1,24.8
DLV-01493,2024-06-09,Sunday,6,suburban,afternoon_12_17,rain,1,2.7,5,8.17,13.4,15,4.9,0,
DLV-01494,2024-01-16,Tuesday,1,suburban,afternoon_12_17,cloudy,1,1.8,11,29.0,17.01,19,1.9,1,18.7
DLV-01495,2024-04-17,Wednesday,4,suburban,anytime,rain,1,8.3,7,19.12,14.7,24,5.0,1,40.0
DLV-01496,2024-11-06,Wednesday,11,rural,afternoon_12_17,cloudy,3,0.5,2,3.38,28.43,6,2.5,0,
DLV-01497,2024-08-14,Wednesday,8,suburban,evening_17_21,clear,1,4.7,11,4.04,10.35,24,4.4,1,27.0
DLV-01498,2024-06-18,Tuesday,6,urban_core,anytime,clear,3,1.4,4,2.34,8.99,35,6.5,0,
DLV-01499,2024-02-03,Saturday,2,urban_core,afternoon_12_17,rain,2,3.6,7,13.19,0.5,9,5.6,0,
DLV-01500,2024-09-07,Saturday,9,suburban,morning_08_12,clear,1,8.0,2,1.27,17.9,39,3.3,1,28.2
DLV-01501,2024-09-03,Tuesday,9,urban_core,morning_08_12,clear,1,2.2,8,5.63,0.98,15,7.6,0,
DLV-01502,2024-09-25,Wednesday,9,urban_core,evening_17_21,clear,1,0.5,10,23.85,9.94,3,8.1,0,
DLV-01503,2024-05-20,Monday,5,urban_inner,morning_08_12,clear,1,0.5,10,23.27,9.24,9,5.0,1,16.6
DLV-01504,2024-09-30,Monday,9,suburban,afternoon_12_17,cloudy,1,1.2,11,28.33,12.45,30,2.5,1,29.2
DLV-01505,2024-04-05,Friday,4,urban_core,morning_08_12,clear,1,4.6,5,2.93,0.5,11,6.7,1,23.5
DLV-01506,2024-08-14,Wednesday,8,suburban,morning_08_12,rain,1,1.0,5,4.17,13.95,19,4.7,0,
DLV-01507,2024-02-08,Thursday,2,suburban,afternoon_12_17,clear,1,1.2,8,20.39,15.38,31,1.0,1,17.4
DLV-01508,2024-10-28,Monday,10,urban_inner,anytime,cloudy,1,4.6,1,2.25,8.17,1,5.4,1,29.7
DLV-01509,2024-01-29,Monday,1,urban_core,afternoon_12_17,cloudy,1,0.5,6,14.86,3.28,10,6.2,1,21.1
DLV-01510,2024-11-13,Wednesday,11,urban_core,anytime,cloudy,1,5.6,2,5.94,2.32,19,7.9,1,33.4
DLV-01511,2024-09-01,Sunday,9,suburban,anytime,rain,2,0.9,1,2.63,17.54,22,5.1,1,41.5
DLV-01512,2024-08-23,Friday,8,suburban,morning_08_12,clear,1,0.5,7,11.94,13.04,12,1.1,1,22.0
DLV-01513,2024-07-03,Wednesday,7,rural,afternoon_12_17,clear,1,0.5,4,4.56,29.11,34,2.3,1,16.2
DLV-01514,2024-09-28,Saturday,9,urban_inner,evening_17_21,clear,1,9.1,1,1.84,9.64,16,7.1,1,31.4
DLV-01515,2024-08-23,Friday,8,urban_core,evening_17_21,rain,1,1.8,10,20.24,0.78,9,5.7,0,
DLV-01516,2024-08-26,Monday,8,urban_core,afternoon_12_17,snow,1,0.9,11,13.26,4.2,39,8.7,1,66.4
DLV-01517,2024-09-22,Sunday,9,suburban,anytime,clear,1,2.2,11,26.2,17.94,37,2.0,1,18.0
DLV-01518,2024-12-24,Tuesday,12,urban_core,morning_08_12,cloudy,3,3.4,6,3.3,5.37,13,8.1,0,
DLV-01519,2024-12-05,Thursday,12,urban_core,morning_08_12,clear,1,1.2,10,24.04,5.84,18,9.0,0,
DLV-01520,2024-03-05,Tuesday,3,urban_inner,afternoon_12_17,clear,1,3.9,6,2.32,6.73,31,4.7,0,
DLV-01521,2024-06-25,Tuesday,6,urban_core,afternoon_12_17,cloudy,2,0.9,3,4.93,7.76,32,6.8,1,33.3
DLV-01522,2024-01-03,Wednesday,1,urban_core,morning_08_12,clear,1,0.5,6,15.76,10.36,24,8.9,1,25.9
DLV-01523,2024-05-21,Tuesday,5,urban_inner,afternoon_12_17,clear,1,2.4,10,5.34,5.67,24,2.3,0,
DLV-01524,2024-06-06,Thursday,6,urban_core,morning_08_12,cloudy,2,0.5,9,15.28,6.86,13,7.9,1,25.0
DLV-01525,2024-11-19,Tuesday,11,urban_core,afternoon_12_17,rain,1,8.5,6,4.38,0.5,37,9.9,1,49.2
DLV-01526,2024-05-25,Saturday,5,suburban,evening_17_21,clear,1,0.5,1,2.72,15.83,35,1.0,1,32.1
DLV-01527,2024-10-19,Saturday,10,suburban,evening_17_21,cloudy,2,4.2,10,25.47,15.32,23,5.1,1,28.6
DLV-01528,2024-06-01,Saturday,6,urban_core,afternoon_12_17,clear,2,1.0,6,16.93,1.07,38,8.4,0,
DLV-01529,2024-07-11,Thursday,7,suburban,afternoon_12_17,clear,3,5.6,8,21.3,16.78,38,3.4,1,18.5
DLV-01530,2024-03-13,Wednesday,3,urban_inner,afternoon_12_17,cloudy,2,0.5,7,16.02,5.01,12,6.4,1,17.2
DLV-01531,2024-10-31,Thursday,10,urban_inner,morning_08_12,clear,1,9.2,8,6.39,13.8,1,6.2,1,15.8
DLV-01532,2024-12-09,Monday,12,rural,afternoon_12_17,clear,2,0.5,11,12.28,28.43,33,1.0,1,15.0
DLV-01533,2024-05-19,Sunday,5,suburban,morning_08_12,clear,2,4.7,8,13.13,13.54,14,5.4,1,17.3
DLV-01534,2024-07-05,Friday,7,suburban,evening_17_21,rain,3,2.2,9,17.01,12.0,1,3.5,0,
DLV-01535,2024-10-19,Saturday,10,urban_core,anytime,clear,2,1.7,3,7.24,6.32,24,7.8,1,22.8
DLV-01536,2024-03-01,Friday,3,urban_core,afternoon_12_17,clear,1,1.0,7,6.39,5.52,4,5.8,1,18.0
DLV-01537,2024-07-16,Tuesday,7,rural,evening_17_21,clear,1,5.5,6,3.88,28.43,33,1.0,0,
DLV-01538,2024-10-21,Monday,10,urban_inner,morning_08_12,clear,1,0.7,2,3.21,5.75,38,4.0,1,26.8
DLV-01539,2024-11-14,Thursday,11,urban_core,afternoon_12_17,cloudy,1,3.8,5,3.63,3.7,4,9.9,1,26.8
DLV-01540,2024-10-28,Monday,10,suburban,evening_17_21,clear,1,1.8,3,6.52,11.79,7,4.5,0,
DLV-01541,2024-12-09,Monday,12,suburban,afternoon_12_17,rain,3,19.5,11,20.4,8.86,13,2.9,1,30.0
DLV-01542,2024-01-11,Thursday,1,rural,morning_08_12,rain,1,2.8,5,11.5,27.58,28,2.7,1,26.6
DLV-01543,2024-03-02,Saturday,3,urban_core,evening_17_21,cloudy,1,0.5,11,5.18,1.16,29,7.8,1,28.6
DLV-01544,2024-11-28,Thursday,11,rural,evening_17_21,clear,1,1.6,9,26.14,34.06,36,1.0,1,20.0
DLV-01545,2024-08-13,Tuesday,8,urban_core,evening_17_21,clear,1,0.5,8,2.4,10.13,3,8.5,1,20.7
DLV-01546,2024-06-01,Saturday,6,urban_core,evening_17_21,clear,1,1.0,9,10.61,5.56,34,4.3,1,21.9
DLV-01547,2024-07-17,Wednesday,7,suburban,anytime,clear,1,1.3,9,19.22,8.51,6,2.6,1,10.7
DLV-01548,2024-02-21,Wednesday,2,urban_core,morning_08_12,clear,2,5.8,11,4.64,5.87,25,5.7,0,
DLV-01549,2024-09-16,Monday,9,urban_core,morning_08_12,cloudy,1,5.5,8,4.2,3.85,31,7.5,0,
DLV-01550,2024-02-28,Wednesday,2,suburban,afternoon_12_17,clear,1,0.5,8,4.06,17.34,32,3.8,1,18.9
DLV-01551,2024-03-12,Tuesday,3,urban_core,morning_08_12,clear,1,2.3,11,20.57,7.56,23,2.7,0,
DLV-01552,2024-05-27,Monday,5,urban_core,afternoon_12_17,clear,1,0.8,11,29.91,2.23,0,9.0,1,18.2
DLV-01553,2024-12-14,Saturday,12,urban_core,afternoon_12_17,clear,1,1.2,6,10.8,3.4,28,7.3,0,
DLV-01554,2024-03-03,Sunday,3,urban_inner,afternoon_12_17,rain,1,0.5,6,11.58,6.68,37,7.2,1,47.9
DLV-01555,2024-11-05,Tuesday,11,urban_inner,morning_08_12,clear,1,4.2,6,7.41,6.75,37,5.8,1,35.6
DLV-01556,2024-08-30,Friday,8,suburban,anytime,rain,1,9.0,10,3.51,9.25,20,3.8,0,
DLV-01557,2024-12-31,Tuesday,12,suburban,morning_08_12,cloudy,1,0.7,6,2.15,15.15,22,1.3,1,17.7
DLV-01558,2024-11-25,Monday,11,urban_inner,afternoon_12_17,rain,3,1.3,11,29.68,8.24,4,4.6,0,
DLV-01559,2024-04-16,Tuesday,4,suburban,evening_17_21,clear,2,0.7,9,5.19,13.02,29,3.2,1,26.3
DLV-01560,2024-08-13,Tuesday,8,urban_core,evening_17_21,rain,1,8.0,10,29.99,5.32,39,8.2,0,
DLV-01561,2024-11-08,Friday,11,urban_core,afternoon_12_17,clear,1,0.5,1,0.74,5.48,17,6.5,0,
DLV-01562,2024-08-05,Monday,8,suburban,morning_08_12,cloudy,1,2.6,10,21.22,17.5,5,2.4,1,23.0
DLV-01563,2024-08-28,Wednesday,8,urban_inner,afternoon_12_17,clear,1,6.1,6,17.17,10.69,4,4.4,1,4.6
DLV-01564,2024-09-15,Sunday,9,rural,morning_08_12,clear,1,0.6,8,10.23,31.1,17,2.3,1,21.4
DLV-01565,2024-09-18,Wednesday,9,urban_inner,morning_08_12,cloudy,1,2.7,1,2.28,5.31,12,5.7,0,
DLV-01566,2024-01-05,Friday,1,suburban,afternoon_12_17,cloudy,1,0.5,11,13.72,10.64,19,2.2,1,16.9
DLV-01567,2024-09-17,Tuesday,9,urban_inner,afternoon_12_17,clear,3,5.1,11,12.36,10.85,37,5.5,1,31.9
DLV-01568,2024-02-23,Friday,2,urban_inner,afternoon_12_17,clear,3,1.0,6,5.07,13.12,20,4.7,1,24.8
DLV-01569,2024-02-16,Friday,2,urban_inner,afternoon_12_17,cloudy,1,13.5,9,22.65,10.55,3,4.3,0,
DLV-01570,2024-08-02,Friday,8,suburban,anytime,clear,1,7.7,6,5.97,14.99,12,1.1,0,
DLV-01571,2024-06-25,Tuesday,6,urban_inner,anytime,clear,1,4.0,2,2.13,8.02,17,3.8,1,32.5
DLV-01572,2024-01-09,Tuesday,1,rural,afternoon_12_17,snow,1,2.1,1,3.0,36.58,12,1.7,0,
DLV-01573,2024-04-08,Monday,4,urban_core,morning_08_12,snow,1,4.4,4,4.73,7.0,12,4.2,1,54.5
DLV-01574,2024-01-20,Saturday,1,urban_core,afternoon_12_17,rain,3,0.5,6,8.65,3.9,38,5.9,0,
DLV-01575,2024-08-28,Wednesday,8,urban_inner,morning_08_12,rain,2,1.1,10,29.73,13.95,36,6.8,1,40.1
DLV-01576,2024-03-01,Friday,3,suburban,afternoon_12_17,clear,1,0.5,10,12.97,19.17,34,5.0,1,29.2
DLV-01577,2024-06-26,Wednesday,6,rural,afternoon_12_17,snow,2,3.1,9,11.6,23.7,37,2.4,0,
DLV-01578,2024-12-03,Tuesday,12,urban_core,afternoon_12_17,clear,1,4.9,5,12.67,0.82,39,8.4,1,36.9
DLV-01579,2024-03-02,Saturday,3,suburban,afternoon_12_17,clear,1,8.8,7,8.0,13.38,26,3.5,0,
DLV-01580,2024-05-24,Friday,5,urban_inner,morning_08_12,rain,1,3.5,6,5.59,11.83,25,4.2,0,
DLV-01581,2024-08-03,Saturday,8,suburban,afternoon_12_17,clear,1,4.0,6,8.66,12.26,11,4.5,1,12.7
DLV-01582,2024-01-03,Wednesday,1,rural,afternoon_12_17,clear,2,6.8,9,19.73,24.94,1,2.5,0,
DLV-01583,2024-06-08,Saturday,6,urban_core,afternoon_12_17,clear,2,8.3,5,2.08,6.94,19,6.4,0,
DLV-01584,2024-08-14,Wednesday,8,urban_inner,afternoon_12_17,clear,1,2.0,2,2.62,2.21,34,4.9,0,
DLV-01585,2024-09-25,Wednesday,9,rural,afternoon_12_17,cloudy,2,0.5,8,9.88,26.95,9,1.7,1,17.9
DLV-01586,2024-04-29,Monday,4,rural,afternoon_12_17,clear,3,1.9,11,10.57,24.78,7,3.5,1,12.0
DLV-01587,2024-03-29,Friday,3,urban_inner,afternoon_12_17,clear,1,2.4,3,6.2,7.98,39,5.2,1,28.0
DLV-01588,2024-11-24,Sunday,11,urban_inner,morning_08_12,clear,1,3.0,9,9.75,5.16,35,1.2,1,13.3
DLV-01589,2024-03-08,Friday,3,urban_core,morning_08_12,clear,2,13.6,5,9.69,4.04,30,7.9,1,35.7
DLV-01590,2024-12-22,Sunday,12,urban_inner,afternoon_12_17,clear,3,7.5,1,1.66,9.26,14,4.1,1,30.2
DLV-01591,2024-04-07,Sunday,4,suburban,morning_08_12,rain,1,1.5,4,3.55,14.39,17,4.2,1,31.4
DLV-01592,2024-09-23,Monday,9,suburban,afternoon_12_17,clear,1,0.5,9,9.18,12.39,14,4.1,1,16.5
DLV-01593,2024-04-14,Sunday,4,urban_core,evening_17_21,rain,1,0.7,1,0.76,3.47,18,9.5,1,32.5
DLV-01594,2024-11-18,Monday,11,urban_core,anytime,clear,2,0.6,8,3.62,11.26,23,7.1,0,
DLV-01595,2024-05-02,Thursday,5,urban_core,anytime,clear,3,1.3,8,15.77,7.15,34,7.9,0,
DLV-01596,2024-01-29,Monday,1,urban_core,morning_08_12,clear,1,6.3,9,19.05,3.8,1,7.4,1,24.1
DLV-01597,2024-05-16,Thursday,5,urban_core,anytime,clear,1,1.7,9,6.73,5.03,12,8.5,1,32.9
DLV-01598,2024-07-13,Saturday,7,urban_inner,afternoon_12_17,clear,2,2.5,6,11.77,9.35,8,1.0,1,19.1
DLV-01599,2024-08-13,Tuesday,8,urban_core,afternoon_12_17,clear,1,0.6,5,14.76,2.21,34,6.2,0,
DLV-01600,2024-11-27,Wednesday,11,urban_core,morning_08_12,clear,2,2.0,7,3.51,4.51,1,6.8,1,16.4
DLV-01601,2024-06-18,Tuesday,6,urban_inner,evening_17_21,clear,1,6.2,9,14.62,4.78,15,5.9,0,
DLV-01602,2024-01-09,Tuesday,1,urban_core,morning_08_12,cloudy,1,4.5,5,11.4,1.52,35,5.4,0,
DLV-01603,2024-02-09,Friday,2,urban_core,evening_17_21,snow,1,0.5,3,1.27,7.13,1,7.6,0,
DLV-01604,2024-01-25,Thursday,1,urban_core,morning_08_12,clear,1,5.9,9,21.61,7.52,15,8.5,0,
DLV-01605,2024-09-17,Tuesday,9,urban_core,afternoon_12_17,cloudy,3,1.0,10,29.45,7.96,7,6.2,1,29.0
DLV-01606,2024-08-13,Tuesday,8,urban_inner,afternoon_12_17,cloudy,3,3.3,1,0.54,7.79,0,4.3,0,
DLV-01607,2024-05-03,Friday,5,urban_core,morning_08_12,clear,2,0.5,1,2.52,3.02,17,7.8,0,
DLV-01608,2024-02-07,Wednesday,2,suburban,morning_08_12,rain,1,3.4,10,13.22,14.03,25,3.7,0,
DLV-01609,2024-11-23,Saturday,11,rural,afternoon_12_17,snow,1,0.5,11,7.58,22.63,4,2.2,0,
DLV-01610,2024-09-07,Saturday,9,suburban,morning_08_12,clear,1,2.8,4,6.53,18.16,20,1.3,0,
DLV-01611,2024-06-24,Monday,6,urban_inner,afternoon_12_17,cloudy,2,3.1,2,0.99,0.5,34,9.9,0,
DLV-01612,2024-03-30,Saturday,3,rural,afternoon_12_17,cloudy,1,0.8,7,11.97,30.92,39,1.0,0,
DLV-01613,2024-02-06,Tuesday,2,suburban,evening_17_21,clear,3,8.3,2,0.7,11.03,27,4.8,1,26.3
DLV-01614,2024-11-11,Monday,11,urban_core,afternoon_12_17,clear,3,0.5,7,15.87,4.48,25,6.1,1,28.1
DLV-01615,2024-06-24,Monday,6,urban_inner,morning_08_12,snow,1,6.7,8,12.94,5.45,31,10.0,0,
DLV-01616,2024-10-10,Thursday,10,rural,afternoon_12_17,rain,2,1.4,11,16.93,25.49,20,2.5,1,25.0
DLV-01617,2024-03-21,Thursday,3,urban_core,morning_08_12,clear,3,3.8,8,6.64,2.82,3,8.8,1,32.2
DLV-01618,2024-04-23,Tuesday,4,urban_core,anytime,clear,2,3.2,3,3.83,0.69,35,7.9,0,
DLV-01619,2024-02-09,Friday,2,suburban,evening_17_21,rain,1,0.6,9,7.12,16.73,23,1.0,1,22.8
DLV-01620,2024-10-27,Sunday,10,suburban,afternoon_12_17,clear,2,1.2,10,22.86,10.33,32,3.7,1,15.7
DLV-01621,2024-08-11,Sunday,8,urban_core,morning_08_12,cloudy,1,2.3,10,8.37,0.7,4,7.7,1,24.4
DLV-01622,2024-11-13,Wednesday,11,urban_inner,evening_17_21,clear,1,5.6,10,19.65,7.68,2,6.5,1,27.5
DLV-01623,2024-12-14,Saturday,12,urban_core,evening_17_21,clear,1,9.3,6,6.33,2.49,10,9.0,1,31.3
DLV-01624,2024-04-24,Wednesday,4,suburban,evening_17_21,clear,1,0.5,4,8.3,12.95,31,3.8,1,24.7
DLV-01625,2024-07-04,Thursday,7,urban_core,evening_17_21,clear,2,1.3,8,14.07,5.28,21,8.4,0,
DLV-01626,2024-11-18,Monday,11,urban_core,afternoon_12_17,clear,1,3.3,4,5.77,5.61,10,6.1,0,
DLV-01627,2024-02-25,Sunday,2,suburban,morning_08_12,cloudy,1,2.3,4,8.47,10.89,37,1.0,0,
DLV-01628,2024-02-09,Friday,2,urban_inner,afternoon_12_17,cloudy,1,8.6,11,15.65,11.62,21,4.4,0,
DLV-01629,2024-12-19,Thursday,12,suburban,afternoon_12_17,clear,3,0.5,8,20.14,17.06,3,2.4,0,
DLV-01630,2024-02-09,Friday,2,urban_inner,afternoon_12_17,cloudy,2,1.7,4,9.08,2.82,38,4.4,0,
DLV-01631,2024-12-12,Thursday,12,urban_core,afternoon_12_17,clear,1,3.3,1,1.76,6.64,2,5.4,0,
DLV-01632,2024-08-24,Saturday,8,suburban,morning_08_12,clear,3,0.7,6,16.01,14.45,9,2.1,0,
DLV-01633,2024-10-15,Tuesday,10,urban_core,afternoon_12_17,clear,1,3.9,8,20.3,6.03,36,6.5,1,29.1
DLV-01634,2024-09-18,Wednesday,9,urban_inner,afternoon_12_17,clear,1,0.5,3,5.21,6.15,18,4.3,1,21.5
DLV-01635,2024-08-03,Saturday,8,urban_core,morning_08_12,snow,1,1.8,2,0.97,0.62,17,10.0,0,
DLV-01636,2024-05-26,Sunday,5,suburban,afternoon_12_17,cloudy,2,3.4,6,10.97,13.55,27,1.4,0,
DLV-01637,2024-12-01,Sunday,12,rural,evening_17_21,clear,2,0.9,1,1.26,29.13,30,2.5,0,
DLV-01638,2024-06-16,Sunday,6,rural,evening_17_21,cloudy,1,0.5,11,19.34,29.19,16,1.0,1,14.8
DLV-01639,2024-04-01,Monday,4,urban_inner,afternoon_12_17,clear,1,9.4,5,10.24,9.03,23,6.6,0,
DLV-01640,2024-12-18,Wednesday,12,urban_core,afternoon_12_17,clear,1,7.4,6,12.25,1.27,0,6.8,1,21.4
DLV-01641,2024-02-28,Wednesday,2,urban_inner,morning_08_12,clear,1,7.8,8,16.95,12.11,4,7.1,1,19.7
DLV-01642,2024-02-28,Wednesday,2,suburban,afternoon_12_17,rain,1,11.5,7,14.94,17.58,31,2.9,0,
DLV-01643,2024-10-30,Wednesday,10,urban_core,afternoon_12_17,clear,1,0.6,6,3.57,5.24,16,7.3,0,
DLV-01644,2024-06-17,Monday,6,rural,afternoon_12_17,rain,1,0.5,2,1.64,25.14,20,1.0,1,23.9
DLV-01645,2024-09-25,Wednesday,9,urban_core,evening_17_21,clear,1,0.5,8,16.02,5.29,21,5.1,1,17.8
DLV-01646,2024-12-28,Saturday,12,rural,afternoon_12_17,clear,1,6.7,8,11.22,26.72,38,1.0,0,
DLV-01647,2024-02-14,Wednesday,2,suburban,morning_08_12,snow,2,4.2,11,25.96,12.94,38,5.8,0,
DLV-01648,2024-12-10,Tuesday,12,suburban,morning_08_12,clear,1,3.0,5,3.19,16.01,33,4.9,1,14.8
DLV-01649,2024-06-29,Saturday,6,urban_core,afternoon_12_17,rain,3,7.9,3,2.45,3.24,13,7.5,0,
DLV-01650,2024-06-18,Tuesday,6,urban_core,afternoon_12_17,rain,1,2.6,11,19.89,8.74,15,8.8,0,
DLV-01651,2024-12-21,Saturday,12,urban_inner,evening_17_21,rain,1,0.5,8,13.22,9.89,4,4.3,1,32.9
DLV-01652,2024-07-09,Tuesday,7,urban_core,afternoon_12_17,clear,1,0.6,5,5.1,7.52,17,9.4,1,31.3
DLV-01653,2024-06-03,Monday,6,urban_core,afternoon_12_17,clear,1,0.5,3,4.21,1.81,3,7.3,0,
DLV-01654,2024-07-06,Saturday,7,urban_inner,afternoon_12_17,rain,1,1.1,9,3.55,6.15,27,5.4,1,42.4
DLV-01655,2024-01-07,Sunday,1,urban_inner,afternoon_12_17,cloudy,2,1.4,9,3.6,4.27,26,7.3,0,
DLV-01656,2024-05-12,Sunday,5,suburban,afternoon_12_17,cloudy,1,4.8,7,3.89,17.96,5,4.9,0,
DLV-01657,2024-08-22,Thursday,8,suburban,afternoon_12_17,clear,1,0.6,8,14.86,22.64,10,1.4,0,
DLV-01658,2024-02-14,Wednesday,2,urban_core,afternoon_12_17,clear,1,3.9,5,13.16,6.06,20,8.5,1,46.7
DLV-01659,2024-11-09,Saturday,11,rural,morning_08_12,clear,2,2.0,5,5.01,28.78,16,1.5,1,21.5
DLV-01660,2024-09-05,Thursday,9,urban_core,evening_17_21,clear,1,20.0,5,1.96,3.07,30,7.6,1,30.5
DLV-01661,2024-01-31,Wednesday,1,urban_inner,afternoon_12_17,clear,2,4.5,2,4.43,12.85,33,5.2,0,
DLV-01662,2024-01-23,Tuesday,1,urban_inner,morning_08_12,clear,1,10.4,3,7.83,7.87,12,4.2,1,16.3
DLV-01663,2024-06-08,Saturday,6,suburban,morning_08_12,clear,1,1.3,8,5.38,12.06,22,1.5,1,13.7
DLV-01664,2024-12-28,Saturday,12,urban_core,morning_08_12,rain,1,0.5,6,8.05,0.5,0,6.3,0,
DLV-01665,2024-06-06,Thursday,6,urban_inner,afternoon_12_17,cloudy,2,2.1,9,6.56,4.87,3,6.5,0,
DLV-01666,2024-02-08,Thursday,2,suburban,morning_08_12,clear,2,0.5,7,4.11,14.21,29,3.9,0,
DLV-01667,2024-03-22,Friday,3,urban_core,morning_08_12,clear,1,2.0,6,12.3,1.0,30,7.5,0,
DLV-01668,2024-12-21,Saturday,12,suburban,afternoon_12_17,cloudy,1,0.9,11,32.04,10.32,15,4.7,1,18.9
DLV-01669,2024-09-14,Saturday,9,rural,afternoon_12_17,clear,1,2.0,4,8.52,32.99,2,1.7,0,
DLV-01670,2024-07-24,Wednesday,7,rural,morning_08_12,rain,1,9.0,7,20.71,30.49,11,4.6,0,
DLV-01671,2024-03-17,Sunday,3,urban_core,afternoon_12_17,rain,1,1.0,4,5.89,3.52,11,7.8,1,47.3
DLV-01672,2024-01-12,Friday,1,urban_core,evening_17_21,rain,2,15.1,7,19.07,7.33,10,5.7,0,
DLV-01673,2024-10-21,Monday,10,urban_core,anytime,cloudy,2,0.8,5,4.27,2.2,15,5.2,0,
DLV-01674,2024-08-11,Sunday,8,urban_inner,afternoon_12_17,clear,1,0.7,2,1.24,10.34,28,6.3,0,
DLV-01675,2024-01-13,Saturday,1,urban_core,morning_08_12,cloudy,3,2.4,7,15.38,3.41,20,6.9,0,
DLV-01676,2024-02-15,Thursday,2,urban_core,evening_17_21,clear,2,5.5,8,10.42,10.41,4,5.5,1,17.3
DLV-01677,2024-06-03,Monday,6,rural,afternoon_12_17,clear,1,4.2,10,11.58,24.59,12,1.6,1,6.6
DLV-01678,2024-04-22,Monday,4,rural,morning_08_12,clear,1,3.9,11,23.24,32.59,16,1.0,0,
DLV-01679,2024-08-20,Tuesday,8,urban_core,evening_17_21,clear,2,1.0,2,2.4,4.12,11,6.5,0,
DLV-01680,2024-01-17,Wednesday,1,urban_core,afternoon_12_17,clear,1,0.5,6,11.08,1.13,16,9.2,0,
DLV-01681,2024-12-25,Wednesday,12,urban_inner,anytime,clear,1,0.5,4,4.43,8.93,0,6.9,1,21.5
DLV-01682,2024-08-10,Saturday,8,urban_core,evening_17_21,cloudy,2,1.3,5,12.08,6.6,7,8.8,1,31.2
DLV-01683,2024-12-19,Thursday,12,suburban,afternoon_12_17,snow,1,10.7,1,1.14,18.5,15,6.1,0,
DLV-01684,2024-07-06,Saturday,7,suburban,evening_17_21,clear,2,7.6,6,10.47,16.28,14,3.7,1,23.3
DLV-01685,2024-12-09,Monday,12,rural,afternoon_12_17,clear,1,0.7,11,3.99,25.21,18,2.2,1,11.7
DLV-01686,2024-12-30,Monday,12,suburban,afternoon_12_17,clear,1,3.9,8,19.5,17.11,24,4.0,1,23.9
DLV-01687,2024-06-11,Tuesday,6,urban_inner,evening_17_21,snow,1,2.6,2,3.95,8.16,30,7.5,1,56.5
DLV-01688,2024-11-21,Thursday,11,suburban,afternoon_12_17,clear,1,0.5,1,0.82,9.26,1,5.1,1,22.2
DLV-01689,2024-03-14,Thursday,3,urban_core,evening_17_21,rain,1,1.4,9,7.93,4.25,24,6.3,1,36.4
DLV-01690,2024-08-20,Tuesday,8,urban_inner,evening_17_21,clear,1,2.0,2,2.02,4.47,30,4.1,1,15.3
DLV-01691,2024-08-11,Sunday,8,urban_inner,anytime,rain,2,3.3,8,14.85,7.58,3,4.2,0,
DLV-01692,2024-11-14,Thursday,11,urban_core,evening_17_21,clear,1,1.0,5,8.9,6.69,3,7.3,1,22.7
DLV-01693,2024-02-29,Thursday,2,urban_core,afternoon_12_17,clear,1,8.1,2,2.08,1.12,11,5.4,1,26.9
DLV-01694,2024-11-30,Saturday,11,urban_core,morning_08_12,clear,1,1.8,5,10.87,5.38,16,7.7,0,
DLV-01695,2024-08-09,Friday,8,rural,evening_17_21,clear,1,0.9,9,24.3,31.25,20,1.0,1,7.7
DLV-01696,2024-02-06,Tuesday,2,urban_core,morning_08_12,rain,1,1.1,6,2.5,2.63,28,10.0,0,
DLV-01697,2024-10-04,Friday,10,urban_core,morning_08_12,cloudy,1,4.2,3,4.28,3.65,21,5.1,1,21.8
DLV-01698,2024-07-14,Sunday,7,urban_inner,morning_08_12,clear,2,3.1,8,15.22,11.21,35,4.8,0,
DLV-01699,2024-12-17,Tuesday,12,suburban,evening_17_21,snow,1,4.1,1,1.88,17.34,39,2.6,1,49.0
DLV-01700,2024-08-29,Thursday,8,urban_core,evening_17_21,clear,2,1.0,9,3.17,1.02,15,9.4,1,32.1
